nthreads,energy,time,power,speedup
1,89.9851353527,0.873540466667,103.0119826,1.0
2,49.5029773831,0.473508666667,104.5450292,3.08090058318
3,45.7549812208,0.4345598,105.290413933,3.35703653967
4,26.5032140696,0.2465976,107.4755556,5.91584479035
5,25.9380959911,0.238839266667,108.600634867,6.10801208542
6,18.91598438,0.171782533333,110.1158774,8.49232514485
7,18.177957135,0.164188,110.714285667,8.88513854406
8,14.8526375474,0.131299133333,113.120606133,11.1107597608
9,14.7422967233,0.129744666667,113.625454533,11.2438774152
10,12.108863799,0.105989333333,114.2460606,13.7639617251
11,12.498999151,0.109057466667,114.609293,13.3767377133
12,11.1087673193,0.0953389333333,116.518686867,15.3015465589
13,11.1603455556,0.0947101333333,117.8368688,15.4031366648
14,9.65610503226,0.0810124666667,119.192828333,18.007513995
15,10.0286347498,0.0840509333333,119.316161667,17.3565369166
16,9.18781684978,0.0760516,120.810303133,19.1821490576
17,9.47052380006,0.0781963333333,121.1121212,18.6560298301
18,8.1449170331,0.0661305333333,123.164242333,22.0599026462
19,8.76331269701,0.0716708666667,122.271616133,20.3546182029
20,7.79721487621,0.0624482666667,124.8587878,23.3606664387
21,8.05669250966,0.0644153333333,125.0741414,22.6472960983
22,7.24467821703,0.0572118,126.6290908,25.4988154065
23,7.59081118401,0.0604224,125.629090933,24.1439123119
24,6.9190593443,0.0541377333333,127.8047476,26.9466975703
25,7.27433824713,0.0562406666667,129.3430302,25.9391151232
26,6.67483163421,0.0515542,129.472121267,28.297076228
27,6.89999185842,0.0531088,129.9218182,27.4687646355
28,6.4357098924,0.049189,130.836363667,29.6577106116
29,6.61914686933,0.0497132,133.146666667,29.3449853816
30,6.28603419328,0.0472264,133.1042424,30.8902039383
31,6.68622586463,0.0494982666667,135.080000067,29.472408339
32,6.07356441112,0.0452308,134.279393933,32.2530914172
33,6.36876414225,0.0470760666667,135.286666733,30.9888491237
34,5.8431695366,0.0426465333333,137.013939467,34.2075431049
35,6.08345108409,0.0441048666667,137.931515133,33.0764661029
36,5.80318250061,0.0416641333333,139.284848533,35.0141239133
37,6.21782922856,0.0451596666667,137.685454467,32.3038949344
38,5.73012910034,0.0406540666667,140.948484867,35.8840639298
39,6.12485295027,0.0434786666667,140.870303067,33.5528487674
40,5.72505639002,0.0406149333333,140.959394,35.918638972
41,6.16639910468,0.0430694666667,143.173333267,33.8716320442
42,5.66747946071,0.0388498,145.8818182,37.5505955571
43,6.07218031932,0.0418615333333,145.0539394,34.8490131897
44,5.32004519875,0.0361026666667,147.358787867,40.4079050654
45,5.71153943118,0.0387167333333,147.521212133,37.6796542909
46,5.311586047,0.0352557333333,150.6587878,41.3786068064
47,5.83595928279,0.0395642,147.5060606,36.8725546649
48,5.26434355323,0.0348416666667,151.093333267,41.870360027
49,5.790523582,0.0386398666667,149.858787867,37.7546107976
50,5.13558506247,0.0338516666667,151.708484933,43.0948686113
51,5.71380114919,0.0376785333333,151.6460606,38.7178851779
52,5.26118580496,0.0340998,154.287878667,42.7812810419
53,5.78879180649,0.0377392666667,153.389090933,38.655576966
54,5.10495497352,0.0326636666667,156.288484867,44.6622585933
55,5.76307919106,0.0379375333333,151.909696933,38.4535577064
56,5.17713331911,0.0330821333333,156.493333333,44.097311155
57,10.1714830014,0.0701328666667,145.0316162,20.8009909848
58,5.09480765208,0.0324174666667,157.162424333,45.0014537617
59,9.39432801238,0.0647831333333,145.0119426,22.518718256
60,5.41050608595,0.0345562666667,156.570909067,42.2161670803
61,9.89034524232,0.0684642,144.460100933,21.307970111
62,5.35211182485,0.0339186,157.792828267,43.009827271
63,9.49881805435,0.0648742666667,146.418889067,22.4870846675
64,5.09266815804,0.032296,157.687272667,45.170706195
65,9.64752626899,0.0660742666667,146.010341933,22.0786881318
66,5.37855670423,0.0339632666667,158.3639394,42.953263053
67,9.78332624466,0.0666751333333,146.7312588,21.8797181849
68,5.06533575022,0.0318621333333,158.976666667,45.7857956971
69,9.23702614646,0.0628219333333,147.0350506,23.2217165227
70,5.4099857475,0.0343471333333,157.509090933,42.4732135027
71,9.69780788122,0.0660788666667,146.761110933,22.0771511508
72,5.11704727353,0.0321018666667,159.400303,45.443872234
73,8.35362782749,0.0561383333333,148.804343333,25.9863989658
74,5.60980202975,0.0354171333333,158.3923232,41.1900396778
75,9.52321553581,0.0642995333333,148.1070708,22.6880826601
76,4.989236627,0.0311416,160.211313067,46.8451565518
77,8.25422477616,0.0549190666667,150.297979867,26.5633270159
78,5.67861421823,0.0359427333333,157.990605933,40.5877069433
79,9.8710179134,0.0669292666667,147.484327933,21.7966399444
80,4.95792104388,0.0309524,160.178889,47.1315028002
81,7.82289592895,0.0521906666667,149.890707067,27.9519925773
82,5.92850243252,0.0374426,158.335757467,38.961854339
83,10.0009098268,0.0674487333333,148.274242267,21.6287698104
84,5.06995142363,0.0315502,160.694747533,46.2384747885
85,8.41925740718,0.0562222,149.749696867,25.9476350494
86,5.47640393814,0.0343916666667,159.2363636,42.4182154768
87,9.42787846305,0.0635414666667,148.373636267,22.9587575453
88,10.8037840534,0.0728862666667,148.227979667,20.0151989393
89,14.0615149293,0.0971764,144.7009246,15.0122162096
90,13.0977904539,0.0897883333333,145.874079267,16.2474686088
91,16.2683549936,0.1141466,142.5215906,12.7803467407
92,23.1321049015,0.161109066667,143.580404133,9.05494121129
93,21.2927752741,0.150547933333,141.435188133,9.69015711456
94,24.8365010267,0.175451933333,141.557294667,8.31471674069
95,20.0521088394,0.141129533333,142.0830096,10.3368380297
