nthreads,energy,time,power,speedup
1,0.431715591754,0.004271,101.08068175,1.0
2,0.251051420675,0.00242775,103.409091,1.11068204442
3,0.184422190869,0.001764,104.54772725,1.52860449735
4,0.15939911875,0.00149425,106.675,1.80455635492
5,0.135527961748,0.00125625,107.882954625,2.1464344942
6,0.120939149236,0.001111875,108.770454625,2.42514521267
7,0.115847415317,0.001061625,109.12272725,2.53993484831
8,0.104261906207,0.0009405,110.8579545,2.86704766968
9,0.103128289804,0.00092375,111.640909125,2.91903473162
10,0.0951277249904,0.000847,112.311363625,3.1835399449
11,0.0986958125,0.00087925,112.25,3.06677092219
12,0.0891123890625,0.000787125,113.2125,3.42570536234
13,0.0890211328125,0.000785625,113.3125,3.43224608857
14,0.0865549846249,0.000751375,115.1954545,3.5886984972
15,0.0855486562837,0.0007425,115.2170455,3.63159371493
16,0.0851153769471,0.000730875,116.456818125,3.68935636509
17,0.0810605920138,0.000696125,116.4454545,3.87352606692
18,0.0766505483636,0.00066625,115.047727375,4.04721701063
19,0.0688415049171,0.000599125,114.903409,4.50066068572
20,0.0641257300694,0.000556625,115.204545375,4.84429972303
21,0.0577672994146,0.00050525,114.334090875,5.33687943262
22,0.0524386883418,0.00046025,113.93522725,5.85868187579
23,0.0494926600803,0.000431125,114.798863625,6.25446989466
24,0.0446588647905,0.000391,114.2170455,6.89631287298
25,0.0453582758748,0.00039725,114.180681875,6.78781204112
26,0.0404064012663,0.000354375,114.021590875,7.60905349794
27,0.0398415291154,0.000345625,115.273863625,7.80168776371
28,0.0380689163502,0.000329125,115.6670455,8.19280921636
29,0.0351217840772,0.000301875,116.3454545,8.93236714976
30,0.0314530668942,0.000269125,116.871590875,10.019352841
31,0.0308935841029,0.00026325,117.3545455,10.2429566318
32,0.0358355443043,0.000305125,117.4454545,8.83722518094
33,0.0298889823892,0.000252625,118.313636375,10.6737588652
34,0.0298530187586,0.000251625,118.640909125,10.7161781752
35,0.0303888743043,0.000255625,118.880681875,10.5484922575
36,0.0301541109375,0.000251625,119.8375,10.7161781752
37,0.0286756998498,0.000238375,120.296590875,11.3118335955
38,0.029918945463,0.000248,120.640909125,10.8728158602
39,0.028596440625,0.00023675,120.7875,11.3894755368
40,0.0281012672007,0.000232375,120.930681875,11.6039089116
41,0.02842,0.000232,122.5,11.6226652299
42,0.0274815005783,0.000222875,123.3045455,12.0985230884
43,0.0269399961623,0.000217875,123.648863625,12.3761713521
44,0.0285608116635,0.000230875,123.70681825,11.6792997654
45,0.0274828886338,0.00022175,123.936363625,12.1599022924
46,0.0283116345273,0.000225875,125.3420455,11.9378343479
47,0.027740015625,0.000223125,124.325,12.0849673203
48,0.02901573125,0.000230375,125.95,11.7046482185
49,0.0281112144912,0.000223125,125.988636375,12.0849673203
