nthreads,energy,time,power,speedup
1,57.9827519855,0.5573726875,104.028692625,1.0
2,29.1800027495,0.2781620625,104.902884625,0.0081640057104
3,17.8786932733,0.167902375,106.4826705,0.0135252206329
4,13.1075196141,0.1220161875,107.424431813,0.0186116015686
5,10.4685619167,0.09651325,108.467613687,0.0235295844526
6,8.84431360489,0.0808320625,109.415909125,0.028094256121
7,8.01886169788,0.0729520625,109.919602312,0.0311288891478
8,7.13480863183,0.064521625,110.58011375,0.0351962100562
9,5.81020103583,0.05179875,112.168749937,0.0438411480329
10,5.57332001757,0.0493040625,113.039772688,0.0460594229262
11,5.05857054122,0.04451275,113.643181812,0.0510172179132
12,4.4489281916,0.038771,114.748863625,0.0585725585274
13,4.46936113763,0.0388361875,115.082386438,0.0584742430411
14,4.21801231452,0.0363994375,115.881249938,0.0623887846252
15,3.76815774235,0.0321906875,117.057386313,0.0705457647236
16,3.68616801389,0.0313218125,117.686931875,0.072502722078
17,3.43408659454,0.028987,118.469886313,0.0783425903566
18,3.05522326404,0.02555275,119.565340875,0.0888717130902
19,3.21089293173,0.0269091875,119.3232955,0.0843918704965
20,3.04136879317,0.02517275,120.819886312,0.0902132928133
21,2.73785890261,0.022483875,121.769886313,0.101002014407
22,2.80978423492,0.023103,121.619886375,0.0982953151827
23,2.82221980978,0.0232974375,121.138636375,0.0974749547742
24,2.57272773412,0.021008875,122.459090937,0.108093206641
25,2.45397027481,0.01983325,123.730113563,0.114500481094
26,2.4323978311,0.0197036875,123.448863625,0.115253384254
27,2.39997025074,0.0193321875,124.143749938,0.117468168911
28,2.31027357829,0.0184870625,124.967045375,0.122838155963
29,2.21288705505,0.017633125,125.496022688,0.12878696582
30,2.26680890625,0.01804425,125.625,0.125852649274
31,1.92836121997,0.015032625,128.278409125,0.151065876164
32,2.06526066998,0.0161864375,127.5920455,0.140297497004
33,1.96202089678,0.0152666875,128.51647725,0.148749797012
34,1.93340219016,0.014957375,129.260795438,0.151825882995
35,2.03777662161,0.01579025,129.052840938,0.143817651188
36,1.95028620143,0.0150005625,130.014204562,0.151388767366
37,1.79359248501,0.013664875,131.255681813,0.166186420781
38,1.78024324393,0.0135179375,131.694886437,0.167992836678
39,1.82855938505,0.01381775,132.334090937,0.164347789377
40,1.73334128699,0.0129609375,133.7357955,0.175212376934
41,1.75118722943,0.0130134375,134.567613625,0.174505519135
42,1.70604308828,0.0125895625,135.5125,0.180380904155
43,1.69439088075,0.0124125,136.506818188,0.182954011413
44,1.70634109886,0.0125015,136.490909,0.181651535149
45,1.62370700141,0.011692625,138.865909187,0.19421786525
46,1.56975280205,0.0111809375,140.3954545,0.203106105071
47,1.56769900333,0.011125875,140.905681875,0.204111287127
48,1.57998923354,0.01119725,141.105113625,0.202810213817
49,1.56155125547,0.0109419375,142.7125,0.207542463724
50,1.56814943912,0.010910375,143.730113688,0.208142860962
51,1.56366644773,0.0108594375,143.99147725,0.209119180129
52,1.43187732274,0.009758125,146.736931812,0.232720596084
53,1.40851468889,0.0095513125,147.468181875,0.237759644726
54,1.48677193648,0.010108,147.088636375,0.224665281625
55,1.40265354144,0.009435875,148.651136375,0.240668371154
56,1.43020996758,0.0095870625,149.18125,0.236873042881
57,1.47457585423,0.0099178125,148.679545437,0.228973542973
58,1.46807687426,0.009875875,148.652840812,0.229945869775
59,1.43959935088,0.0096558125,149.091477375,0.235186491729
60,1.43878722044,0.00965375,149.0392045,0.235236738746
61,1.40393321871,0.00939175,149.485795375,0.241799096725
62,1.38806030012,0.009305125,149.171590937,0.24405009784
63,1.37110924381,0.0091466875,149.902272687,0.248277495724
64,1.3953300872,0.009348625,149.255113688,0.242914510601
65,1.32621221527,0.0088523125,149.815340937,0.256533721179
66,1.30970892883,0.008748625,149.704545438,0.259574123553
67,1.38041151025,0.009222125,149.684753813,0.246246571877
68,1.37196270214,0.0091733125,149.56022725,0.247556884895
69,1.27953343359,0.0084534375,151.3625,0.268638251205
70,1.26170989375,0.0083995,150.2125,0.270363315277
71,1.31461365318,0.008754375,150.166477125,0.259403631518
72,1.37717020859,0.0092313125,149.184659125,0.246001494009
73,1.37137674384,0.00922325,148.686931813,0.246216536109
74,1.3322686364,0.0089175625,149.398295375,0.254656658326
75,1.38937223022,0.0093331875,148.863636375,0.243316301817
76,1.3789249092,0.0092773125,148.634090875,0.244781736809
77,1.31379210758,0.008810375,149.118750062,0.257754825041
78,1.34927154943,0.009043375,149.199999938,0.25111384485
79,1.412650158,0.00950425,148.633522688,0.238936966796
80,1.42320902335,0.009575375,148.632197,0.237162165102
81,1.37553720428,0.0092759375,148.290909062,0.244818021539
82,1.38721647369,0.009339,148.540151375,0.24316486419
83,1.39276759453,0.009370875,148.62727275,0.242337739717
84,1.46069356887,0.009845625,148.359659125,0.230652362513
85,1.30998848203,0.0087749375,149.2875,0.258795765402
86,1.34473929207,0.0090308125,148.90568175,0.251463161999
87,1.38529893707,0.00927425,149.370454438,0.244862567503
88,1.3939460182,0.009386375,148.507386313,0.241937560205
89,1.40252252932,0.0094565,148.313068187,0.240143463931
90,1.35850869957,0.009123875,148.89602275,0.248898265996
91,1.28456718794,0.0085776875,149.75681825,0.264746957343
92,1.25340991359,0.008369,149.768181812,0.271348627873
93,1.18589028701,0.0078744375,150.599999938,0.288390969725
94,1.14233633026,0.0075530625,151.24147725,0.30066170731
