nthreads,energy,time
1,21843.8,198.737
2,10713,95.6894
3,7221.2,63.9397
4,5686.65,49.8739
5,4464.2,38.4962
6,3895.05,33.3767
7,3312.9,28.2585
8,2882.45,24.3547
9,2594.15,21.6719
10,2348.9,19.4398
11,2165.6,17.7457
12,2057.5,16.7901
13,1866.6,15.0753
14,1728.6,13.8457
15,1653.25,13.1311
16,1552.65,12.2618
17,1466.15,11.5074
18,1425.75,11.1981
19,1308.65,10.2529
20,1258.25,9.74715
21,1219,9.37775
22,1171.65,8.97317
23,1124,8.55464
24,1084.05,8.21108
25,1058.85,8.04666
26,1036.6,7.79198
27,998.85,7.42386
28,984.2,7.14014
29,935.8,6.76078
30,888.75,6.5474
31,883.95,6.52937
32,858.25,6.22684
33,828.15,5.97418
34,805.4,5.73601
35,826.05,5.84853
36,801,5.64736
37,759.55,5.33428
38,743.55,5.22259
39,730.35,5.08813
40,731.7,5.08681
41,730.8,4.98231
42,701.65,4.70309
43,717.35,4.74966
44,690.15,4.60727
45,661.35,4.44123
46,642.1,4.35262
47,631.7,4.23853
48,622.7,4.12651
49,636.6,4.18714
50,607.05,3.93819
51,630.8,4.0561
52,607.35,3.90103
53,593.35,3.85589
54,571.95,3.75345
55,574.15,3.7522
56,551.25,3.55976
57,563.9,3.6079
58,573.7,3.65176
59,552.85,3.47824
60,533.45,3.39169
61,524,3.33991
62,528.25,3.37904
63,504.2,3.23954
64,503.05,3.2523
65,488.5,3.15387
66,486.15,3.10272
67,494.7,3.15343
68,480.6,3.04203
69,473.1,2.98688
70,481.9,3.05766
71,459.65,2.89384
72,455.5,2.91112
73,455.35,2.88082
74,446.35,2.84877
75,444.4,2.82721
76,422.8,2.68172
77,409.05,2.60128
78,414.2,2.64212
79,422.2,2.68621
80,417.2,2.63124
81,410.95,2.61053
82,418.05,2.62751
83,421.9,2.6231
84,418.3,2.62732
85,412.8,2.62207
86,401.45,2.61125
87,416.9,2.62614
88,414.2,2.62514
89,419.95,2.61794
90,423.5,2.62853
91,419.75,2.62519
92,427.3,2.61965
93,420.5,2.62032
94,405.25,2.5712
95,381.25,2.42326
96,372.25,2.40987
97,390.9,2.51208
98,367.2,2.35149
99,384.35,2.42321
100,383.4,2.45457
101,415.5,2.60695
102,356.7,2.2201
103,346.65,2.21107
104,378.05,2.37245
105,360.95,2.28959
106,363.35,2.31292
107,355.15,2.23337
108,357.5,2.23221
109,351,2.17891
110,347.25,2.17326
111,329.35,2.0962
112,323.7,2.05252
113,322.8,2.0509
114,322.45,2.051
115,330.5,2.06801
116,326.95,2.03502
117,318.75,2.05286
118,321,2.03391
119,315,2.05489
120,298.35,1.9526
121,307.55,1.97656
122,310.2,2.00331
123,310.8,1.99171
124,306.65,1.95886
125,309.1,1.95385
126,325.25,2.0579
127,316.8,2.00104
128,324.5,2.0494
129,316.15,1.98057
130,311.75,1.98784
131,301.9,1.89707
132,301.75,1.88075
133,301.3,1.8715
134,299.75,1.89084
135,298.65,1.90843
136,294.45,1.85508
137,306.75,1.92387
138,303.3,1.87038
139,302.45,1.88061
140,301.35,1.87521
141,293.55,1.85308
142,301.15,1.86917
143,301.6,1.88413
144,301.3,1.87208
145,296.4,1.88181
146,302.8,1.86889
147,305.5,1.87491
148,301.8,1.88305
149,301.15,1.88175
150,295.5,1.88201
151,292.85,1.85877
152,295.9,1.89489
153,297,1.87702
154,293.05,1.84475
155,290.25,1.83095
156,277.9,1.75305
157,278.45,1.73675
158,276.25,1.73579
159,277.9,1.73459
160,276.25,1.73338
161,277.5,1.73311
162,281.9,1.78807
163,278.35,1.74653
164,279.5,1.72969
165,279.95,1.72656
166,280.15,1.73894
167,274.8,1.74405
168,274.45,1.74367
169,275.95,1.73892
170,279.3,1.72392
171,272.6,1.66899
172,269.95,1.70714
173,269,1.70153
174,272.5,1.6749
175,279.4,1.72908
176,271.9,1.68573
177,270.6,1.67737
178,267.05,1.70368
179,261.55,1.65146
180,261.6,1.63466
181,264.25,1.67488
182,262.8,1.64713
183,263.15,1.6504
184,273.7,1.67654
185,262.6,1.64671
186,261.65,1.64185
187,269.25,1.70296
188,265.95,1.64666
189,277.1,1.72521
190,262.5,1.63086
191,263.5,1.64545
192,270.9,1.67719
193,268.75,1.70052
194,252.95,1.59959
195,255.6,1.58834
196,255.1,1.58309
197,257.7,1.63789
198,247,1.55595
199,255.45,1.62567
200,245.75,1.54641
201,250.5,1.6045
202,256.5,1.57524
203,259.4,1.62906
204,248.85,1.5398
205,253.3,1.59589
206,248.2,1.52975
207,249.15,1.59882
208,246.3,1.5501
209,244.05,1.54699
210,244.05,1.54336
211,244.75,1.55086
212,248.4,1.54794
213,245.5,1.54447
214,240.25,1.55118
215,246.4,1.55
216,239.95,1.54829
217,247.05,1.54353
218,252.6,1.5771
219,253.45,1.5812
220,251.05,1.57993
221,241.15,1.55111
222,245.5,1.54078
223,244.9,1.5474
224,246.7,1.54633
225,255.2,1.57059
226,243.25,1.55415
227,247.1,1.54361
228,242.35,1.56628
