nthreads,energy,time
1,35899.5,326.239
2,18834.1,167.879
3,12490.1,110.536
4,9368.65,81.9964
5,7890.4,68.0325
6,6411.6,54.7277
7,5713.4,48.3467
8,4967.65,41.6361
9,4408.2,36.6372
10,4008.55,33.046
11,3743.9,30.9306
12,3412.9,27.8382
13,3215.1,25.8219
14,2970.85,23.701
15,2777,22.2567
16,2611.65,20.6974
17,2515.95,19.9106
18,2343.55,18.3539
19,2272.1,17.779
20,2196.2,16.9825
21,2055.6,15.7731
22,1979.5,15.1895
23,2010.45,14.9761
24,1881.95,14.3254
25,1770.55,13.4957
26,1774.8,13.2011
27,1675.9,12.585
28,1654.35,12.1279
29,1647.3,11.9899
30,1551.65,11.2577
31,1528.2,11.1444
32,1473.55,10.5826
33,1422.3,10.1468
34,1407.1,10.1027
35,1395,9.94836
36,1326.8,9.34476
37,1332.15,9.33566
38,1294,8.9785
39,1263.7,8.73823
40,1248.7,8.53239
41,1219.7,8.22316
42,1223.4,8.22255
43,1160.85,7.9129
44,1178.4,7.98594
45,1123.15,7.49917
46,1123.3,7.37961
47,1138.6,7.47975
48,1133.1,7.38847
49,1073.5,6.97616
50,1082.6,7.0705
51,1059.55,6.8342
52,1036.65,6.64994
53,1041.25,6.59153
54,1009.95,6.34318
55,982.7,6.20351
56,1004.45,6.27307
57,971.25,6.09048
58,968.55,6.02958
59,950.7,5.90067
60,932.6,5.85048
61,916.55,5.73415
62,892.2,5.6067
63,884.75,5.54433
64,890.65,5.59062
65,860.45,5.39143
66,859.95,5.3914
67,850.2,5.28974
68,858.55,5.33999
69,825.15,5.14074
70,819.25,5.14737
71,795.3,5.00143
72,793.05,4.9364
73,784.8,4.88165
74,772.45,4.78994
75,771.2,4.80456
76,755.4,4.70461
77,754.95,4.68213
78,738.75,4.59353
79,729.3,4.52632
80,722.55,4.47573
81,709.7,4.41059
82,701.35,4.34064
83,699,4.34293
84,693.65,4.30206
85,690.6,4.28957
86,674.5,4.19823
87,670.15,4.13771
88,675,4.19542
89,725.65,4.49042
90,730.05,4.42578
91,691.05,4.18405
92,650.45,3.96867
93,642.75,4.05612
94,630.7,3.92292
95,641.65,3.97752
96,613.75,3.79534
97,615.15,3.79191
98,605.15,3.74142
99,600.05,3.69043
100,591.9,3.67013
101,601.85,3.72507
102,583.95,3.59376
103,594.9,3.68986
104,571.55,3.55239
105,586.65,3.58887
106,568.9,3.48418
107,559.9,3.45992
108,583.05,3.58422
109,576.6,3.53553
110,564.2,3.44405
111,559.1,3.40223
112,560.5,3.44807
113,534.9,3.30272
114,539.8,3.34032
115,544.3,3.35064
116,540.35,3.29883
117,596.05,3.62116
118,577,3.54033
119,560.4,3.37867
120,530.65,3.2006
121,524.8,3.19715
122,522.6,3.18035
123,527.8,3.25182
124,517.25,3.12488
125,517.8,3.18269
126,511.3,3.13571
127,506.3,3.07728
128,506.6,3.08142
129,505.15,3.10808
130,498.65,3.03507
131,508.15,3.09474
132,497.1,2.96823
133,480.8,2.94888
134,487.8,2.99657
135,485.5,2.92891
136,482.55,2.94431
137,491.35,2.98303
138,475.15,2.89717
139,482.85,2.93326
140,471.9,2.84988
141,469.05,2.8385
142,483.3,2.92402
143,472.3,2.82253
144,463.3,2.79411
145,463.15,2.79424
146,467.7,2.79877
147,455.55,2.74606
148,454.85,2.73131
149,452.45,2.74645
150,454.9,2.72704
151,446.6,2.74785
152,456.25,2.72774
153,460.6,2.72161
154,443.7,2.72021
155,453.6,2.7283
156,457.1,2.72511
157,452.75,2.72591
158,452.4,2.72646
159,461,2.72999
160,450.35,2.72657
161,445.5,2.72481
162,451.05,2.72367
163,456.1,2.72255
164,448.1,2.72271
165,448.8,2.72091
166,459.5,2.7225
167,445.1,2.70964
168,452,2.72033
169,454.8,2.71794
170,462.3,2.72723
171,453.35,2.71961
172,451.3,2.72511
173,453.75,2.72511
174,454.2,2.72406
175,463.65,2.7232
176,460.75,2.76965
177,469.6,2.7739
178,469.4,2.76888
179,451.85,2.72347
180,457.75,2.76791
181,457.35,2.72596
182,453.25,2.72283
183,451.6,2.72182
184,470.9,2.77266
185,456.5,2.77635
186,456.2,2.76971
187,450.95,2.72645
188,470.1,2.77686
189,456.7,2.72573
190,455.35,2.75878
191,458.25,2.77333
192,459.7,2.75542
193,427.8,2.60966
194,433.35,2.60748
195,417.85,2.554
196,459.5,2.76012
197,410.1,2.46819
198,400.3,2.41871
199,379.75,2.34095
200,368.2,2.29581
201,397.45,2.43191
202,386.25,2.38907
203,393.25,2.36936
204,396,2.37182
205,406.1,2.42176
206,409.5,2.43921
207,434.75,2.60559
208,407.6,2.42747
209,400.3,2.40768
210,403.2,2.37721
211,392.45,2.35429
212,419.25,2.54365
213,412.05,2.43519
214,391.55,2.35585
215,403.45,2.44298
216,403.1,2.45459
217,385.1,2.30087
218,403.25,2.45188
219,389.15,2.35101
220,413.5,2.47503
221,385.15,2.29429
222,391.05,2.31918
223,382.2,2.30429
224,382.75,2.28804
225,397.35,2.4004
226,383.2,2.29329
227,391.55,2.33665
228,387.5,2.35629
