nthreads,energy,time
1,32806.5,298.03
2,16352.2,145.636
3,11311.9,100.152
4,8481.3,74.0762
5,6824.5,58.8072
6,5773.3,49.4018
7,5115.25,43.3091
8,4469.6,37.396
9,4038.15,33.6412
10,3578.9,29.7264
11,3275.4,26.7876
12,3105.55,25.1014
13,2855.15,23.2002
14,2668.7,21.3032
15,2670.55,21.3492
16,2370.4,18.7266
17,2232.65,17.575
18,2140.2,16.8107
19,2060.55,16.0013
20,1917.4,15.0047
21,1879.25,14.5413
22,1779.5,13.6545
23,1765.55,13.4967
24,1660.3,12.5282
25,1642.3,12.3829
26,1562.5,11.6066
27,1526.7,11.3268
28,1478.65,10.9521
29,1438.6,10.6073
30,1408.9,10.2861
31,1331.3,9.75622
32,1331,9.59895
33,1292.95,9.18201
34,1275,9.10092
35,1206.6,8.58108
36,1196.1,8.47784
37,1182.55,8.27546
38,1165.4,8.0701
39,1127.9,7.823
40,1105.4,7.59634
41,1091.35,7.40417
42,1066.5,7.22397
43,1035.1,7.05119
44,1034.8,6.99157
45,1024.2,6.85448
46,1026,6.7563
47,1027.8,6.6816
48,995.6,6.49547
49,947.15,6.24633
50,957.4,6.29005
51,941.6,6.04239
52,952.2,6.03609
53,913.1,5.75478
54,902.3,5.7074
55,882.2,5.60434
56,867.25,5.4998
57,863.75,5.45634
58,864.25,5.38096
59,872.95,5.43603
60,862.45,5.37424
61,830.65,5.1861
62,829,5.17872
63,809.9,5.1113
64,808.25,5.08651
65,778.3,4.89353
66,773.85,4.88932
67,767.85,4.84585
68,760.4,4.78098
69,733.9,4.58019
70,729.05,4.53168
71,716.2,4.42852
72,700.8,4.39148
73,713.15,4.49649
74,686.45,4.28159
75,675.95,4.25532
76,685.7,4.28425
77,670.15,4.14094
78,674.95,4.17756
79,652.45,4.1078
80,650.85,4.08111
81,634.85,3.95468
82,632.6,3.95622
83,631.35,3.93445
84,613.85,3.83216
85,608.55,3.79489
86,616.8,3.85396
87,608.65,3.80394
88,594.15,3.70507
89,588.15,3.62619
90,575.3,3.5802
91,577.65,3.63252
92,564.35,3.53421
93,573.2,3.58205
94,550.3,3.45724
95,552.45,3.4464
96,555.3,3.4449
97,570.25,3.52136
98,552.35,3.39132
99,534.45,3.30685
100,545.65,3.40821
101,526.15,3.3108
102,537.6,3.3473
103,514.5,3.20525
104,523.8,3.23448
105,512.6,3.14784
106,518.8,3.17469
107,506.1,3.14048
108,506.35,3.14043
109,494.75,3.05756
110,497.4,3.08724
111,493.45,3.03125
112,501.3,3.08942
113,490.65,3.06277
114,475.4,2.95625
115,524,3.25269
116,490.65,2.9797
117,485.85,2.99982
118,473.2,2.89482
119,469.95,2.88733
120,468.95,2.88319
121,472.4,2.94939
122,467.7,2.89182
123,456.5,2.81469
124,459,2.84528
125,470.45,2.88557
126,460.55,2.77903
127,448.7,2.74097
128,452.65,2.78064
129,450.9,2.74188
130,450.3,2.79079
131,436.5,2.6905
132,441.8,2.68735
133,445.65,2.73534
134,446.3,2.67791
135,446.1,2.72766
136,430.45,2.66963
137,443.55,2.67483
138,448.6,2.67619
139,437.6,2.67561
140,438.05,2.67792
141,437.55,2.67287
142,431.15,2.66545
143,444.45,2.67901
144,442.8,2.67534
145,455.05,2.72481
146,443.15,2.70954
147,445.05,2.6702
148,447,2.72324
149,452.8,2.72052
150,443.95,2.72642
151,454,2.71982
152,445.9,2.71863
153,456.05,2.71994
154,450.2,2.71824
155,442.6,2.71954
156,443.5,2.72626
157,442.7,2.71832
158,452.15,2.72645
159,443.3,2.7212
160,459.9,2.7182
161,449.45,2.72251
162,459.25,2.72008
163,459.2,2.72765
164,438.7,2.6252
165,417.45,2.55017
166,436.25,2.67347
167,443.9,2.67301
168,429.85,2.57153
169,414.15,2.55134
170,443.15,2.67369
171,386.4,2.35256
172,391.55,2.40032
173,393.35,2.38809
174,391.55,2.39294
175,409.35,2.50265
176,388.15,2.37567
177,381.35,2.32213
178,375.8,2.335
179,375,2.35004
180,359.2,2.22628
181,366.55,2.2835
182,381.1,2.32257
183,376.2,2.3535
184,375.6,2.29576
185,386.35,2.32329
186,376.8,2.2915
187,377.75,2.30869
188,398.1,2.42249
189,397.35,2.40272
190,371.8,2.23356
191,382.9,2.27476
192,380.5,2.27124
193,373.6,2.22745
194,378.75,2.27984
195,369.55,2.25309
196,384.05,2.32538
197,371.45,2.24717
198,364.7,2.17276
199,378.1,2.28585
200,364.4,2.16827
201,359.15,2.17822
202,369.15,2.25864
203,361.05,2.17696
204,372.05,2.24307
205,366.7,2.17329
206,370.7,2.22239
207,363.65,2.18162
208,363.1,2.17952
209,367.25,2.17052
210,364.1,2.17551
211,364.6,2.17853
212,353.9,2.15617
213,364.05,2.17477
214,357.9,2.13895
215,355.4,2.1375
216,355.5,2.15342
217,363.55,2.17503
218,347.15,2.106
219,347.65,2.1108
220,346.3,2.09991
221,345.2,2.10126
222,357.85,2.20064
223,355.3,2.1278
224,346.65,2.07522
225,361.75,2.18075
226,341.6,2.04256
227,347.8,2.07139
228,369.75,2.22194
