average_power_W,max_power_W,time_s
133.414894,142.000000,9.414016,
136.200000,147.000000,7.797856,
134.612245,143.000000,7.373619,
135.857143,143.000000,7.735366,
135.809211,143.000000,7.623903,
132.798851,147.000000,8.742836,
135.144828,145.000000,7.263937,
133.582524,146.000000,10.321654,
135.839572,143.000000,9.377864,
135.086207,143.000000,8.747372,
