1,nan,76.5
2,nan,78.6666666667
3,nan,78.0
4,nan,59.5
5,nan,38.3333333333
6,116.0,116.0
7,nan,59.5
8,nan,38.8333333333
9,nan,38.5
10,nan,60.3333333333
11,nan,59.3333333333
12,nan,59.8333333333
13,nan,80.3333333333
14,nan,60.1666666667
15,nan,81.3333333333
16,nan,0.0
17,nan,40.1666666667
18,nan,19.8333333333
19,nan,61.6666666667
20,nan,40.6666666667
21,nan,20.3333333333
22,nan,40.6666666667
23,nan,20.0
24,nan,20.8333333333
25,nan,20.8333333333
26,nan,21.0
27,nan,20.6666666667
28,nan,20.6666666667
29,nan,81.0
30,nan,62.5
31,nan,21.0
32,nan,61.8333333333
33,nan,41.0
34,nan,42.1666666667
35,nan,20.6666666667
36,nan,21.1666666667
37,nan,62.6666666667
38,nan,21.1666666667
39,nan,21.1666666667
40,nan,43.1666666667
41,nan,41.6666666667
42,nan,21.8333333333
43,nan,21.6666666667
44,nan,0.0
45,nan,0.0
46,nan,0.0
47,nan,21.3333333333
48,nan,0.0
49,nan,21.8333333333
50,nan,0.0
51,nan,0.0
52,nan,44.0
53,nan,21.0
54,nan,0.0
55,nan,22.1666666667
56,nan,0.0
57,nan,43.0
58,nan,44.5
59,nan,22.0
60,nan,0.0
61,nan,44.5
62,nan,22.5
63,nan,0.0
64,nan,21.6666666667
65,nan,22.1666666667
66,nan,22.3333333333
67,nan,22.3333333333
68,nan,0.0
69,nan,67.0
70,nan,44.3333333333
71,nan,45.0
72,nan,0.0
73,nan,112.0
74,nan,66.8333333333
75,nan,67.8333333333
76,nan,22.1666666667
77,nan,68.3333333333
78,nan,91.6666666667
79,nan,67.0
80,nan,0.0
81,nan,43.6666666667
82,nan,23.5
83,nan,69.5
84,nan,45.8333333333
85,nan,68.3333333333
86,nan,46.1666666667
87,nan,23.5
88,nan,46.0
89,nan,0.0
90,nan,0.0
91,nan,23.0
92,nan,46.3333333333
93,nan,47.3333333333
94,nan,23.5
95,nan,0.0
96,nan,68.5
97,nan,48.0
98,nan,0.0
99,nan,48.0
100,nan,69.6666666667
101,nan,23.6666666667
102,nan,23.6666666667
103,nan,95.0
104,nan,71.8333333333
105,nan,47.0
106,nan,24.3333333333
107,nan,0.0
108,nan,24.1666666667
109,nan,23.1666666667
110,nan,49.1666666667
111,nan,24.5
112,nan,73.0
113,nan,24.5
114,nan,73.5
115,nan,49.8333333333
116,nan,48.6666666667
117,nan,24.8333333333
118,nan,25.1666666667
119,nan,50.1666666667
120,nan,25.0
121,nan,25.0
122,nan,49.6666666667
123,nan,0.0
124,nan,50.1666666667
125,nan,25.1666666667
126,nan,50.3333333333
127,nan,50.5
128,nan,0.0
129,nan,0.0
130,nan,75.1666666667
131,nan,51.1666666667
132,nan,76.1666666667
133,nan,25.3333333333
134,nan,76.3333333333
135,nan,51.3333333333
136,nan,127.833333333
137,nan,76.0
138,nan,50.5
139,nan,51.3333333333
140,nan,77.1666666667
141,nan,53.0
142,nan,51.8333333333
143,nan,76.6666666667
144,nan,52.1666666667
145,155.833333333,155.833333333
146,nan,104.833333333
147,nan,105.166666667
148,nan,51.3333333333
149,nan,104.666666667
150,nan,53.3333333333
151,nan,106.833333333
152,nan,78.1666666667
153,nan,106.333333333
154,nan,0.0
155,nan,53.6666666667
156,nan,131.5
157,nan,107.0
158,nan,79.8333333333
159,nan,53.1666666667
160,nan,53.5
161,nan,0.0
162,nan,79.5
163,nan,80.1666666667
164,nan,107.666666667
165,nan,81.5
166,nan,134.5
167,nan,81.5
168,nan,54.0
169,nan,135.0
170,nan,139.0
171,nan,26.3333333333
172,nan,52.3333333333
173,nan,112.0
174,nan,84.5
175,nan,55.3333333333
176,nan,54.5
177,nan,112.166666667
178,nan,27.6666666667
179,nan,56.1666666667
180,nan,83.3333333333
181,nan,111.666666667
182,nan,85.1666666667
183,nan,114.0
184,nan,56.6666666667
185,nan,56.1666666667
186,nan,28.5
187,nan,0.0
188,nan,85.0
189,nan,57.0
190,nan,27.5
191,nan,84.0
192,nan,83.3333333333
193,nan,28.1666666667
194,nan,84.5
195,nan,55.3333333333
196,nan,28.5
197,nan,55.6666666667
198,nan,58.3333333333
199,nan,116.833333333
200,nan,84.0
201,nan,56.1666666667
202,nan,86.6666666667
203,nan,87.3333333333
204,nan,58.1666666667
205,nan,86.1666666667
206,nan,57.3333333333
207,nan,58.1666666667
208,nan,29.5
209,nan,147.166666667
210,nan,29.6666666667
211,nan,30.3333333333
212,nan,57.6666666667
213,nan,29.8333333333
214,nan,118.833333333
215,nan,86.0
216,nan,118.0
217,nan,117.666666667
218,nan,30.5
219,nan,59.1666666667
220,nan,88.0
221,nan,30.3333333333
222,nan,121.0
223,nan,58.6666666667
224,nan,87.6666666667
225,nan,59.1666666667
226,nan,60.6666666667
227,nan,150.0
228,nan,60.3333333333
