1,0.000617,-nan,0.000000
1,0.000391,-nan,0.000000
1,0.000382,-nan,0.000000
1,0.000376,-nan,0.000000
2,0.002136,-nan,0.000000
2,0.000352,-nan,0.000000
2,0.000302,-nan,0.000000
2,0.000390,-nan,0.000000
3,0.005498,113.000000,113.000000
3,0.000382,-nan,0.000000
3,0.000352,-nan,0.000000
3,0.000367,-nan,0.000000
4,0.000579,-nan,0.000000
4,0.000395,-nan,0.000000
4,0.000353,-nan,0.000000
4,0.000352,-nan,0.000000
5,1.624160,124.142857,133.000000
5,40.780677,129.312796,139.000000
5,14.859668,128.387640,139.000000
5,28.831906,129.066474,138.000000
6,29.671083,129.607330,139.000000
6,0.457692,120.083333,123.000000
6,0.442387,119.888889,124.000000
6,0.396896,114.444444,118.000000
7,28.806888,130.023324,142.000000
7,15.881569,130.984848,143.000000
7,28.806115,131.773913,140.000000
7,0.375894,119.800000,121.000000
8,0.000609,-nan,0.000000
8,0.000373,-nan,0.000000
8,0.000393,-nan,0.000000
8,0.000349,-nan,0.000000
9,10.897976,129.392857,141.000000
9,30.951323,130.326316,145.000000
9,30.065135,130.934426,143.000000
9,1.491138,128.354839,134.000000
10,4.478497,127.178571,136.000000
10,3.936573,129.446154,137.000000
10,2.635532,125.375000,136.000000
10,26.969233,129.610811,140.000000
11,1.190700,121.333333,129.000000
11,0.409854,110.000000,113.000000
11,0.408383,111.000000,113.000000
11,0.408749,110.111111,111.000000
12,0.000699,-nan,0.000000
12,0.000367,-nan,0.000000
12,0.000353,-nan,0.000000
12,0.000432,-nan,0.000000
13,1.929830,128.384615,139.000000
13,1.173044,127.761905,132.000000
13,13.710487,129.744292,139.000000
13,14.200391,131.976077,140.000000
14,4.357591,128.951807,137.000000
14,12.106618,129.722222,138.000000
14,14.113212,131.813953,139.000000
14,45.002507,130.676157,142.000000
15,15.565546,129.395556,139.000000
15,1.607276,131.178571,140.000000
15,13.079941,130.730159,138.000000
15,0.183339,124.666667,128.000000
16,0.000597,-nan,0.000000
16,0.000330,-nan,0.000000
16,0.000308,-nan,0.000000
16,0.000332,-nan,0.000000
17,8.633606,129.669173,137.000000
17,4.800920,127.512195,136.000000
17,14.656340,131.407407,139.000000
17,14.731107,131.467980,147.000000
18,1.149854,128.720000,134.000000
18,0.988902,127.705882,140.000000
18,15.159633,130.307339,138.000000
18,0.370888,122.857143,126.000000
19,1.421895,122.240000,129.000000
19,0.184043,113.500000,116.000000
19,0.188384,110.750000,112.000000
19,0.148050,108.666667,109.000000
20,0.000618,-nan,0.000000
20,0.000326,-nan,0.000000
20,0.000326,-nan,0.000000
20,0.000331,-nan,0.000000
21,0.737294,128.214286,138.000000
21,4.994798,130.269231,136.000000
21,0.491770,120.538462,131.000000
21,1.683827,129.794118,138.000000
22,0.458865,122.222222,125.000000
22,0.329166,119.500000,127.000000
22,15.223093,129.094421,143.000000
22,0.164669,118.333333,119.000000
23,0.722053,127.933333,132.000000
23,0.243014,120.800000,123.000000
23,0.172168,119.000000,121.000000
23,0.153773,118.000000,119.000000
24,0.002826,-nan,0.000000
24,0.000340,-nan,0.000000
24,0.000330,-nan,0.000000
24,0.000341,-nan,0.000000
25,2.462654,129.020833,137.000000
25,3.218257,129.571429,138.000000
25,5.750907,131.474227,139.000000
25,10.742029,129.497175,137.000000
26,1.725770,127.085714,133.000000
26,11.447655,128.029268,135.000000
26,1.224139,128.064516,136.000000
26,26.172715,132.065104,141.000000
27,0.896934,128.117647,131.000000
27,4.496771,130.666667,137.000000
27,0.155586,123.600000,126.000000
27,0.188977,125.750000,129.000000
28,0.001007,-nan,0.000000
28,0.000340,-nan,0.000000
28,0.000309,-nan,0.000000
28,0.000335,-nan,0.000000
29,1.906834,129.714286,137.000000
29,7.750453,130.452055,137.000000
29,1.025422,127.480000,136.000000
29,0.326971,130.333333,137.000000
30,2.499068,130.239130,140.000000
30,0.680061,128.000000,132.000000
30,1.225454,128.166667,136.000000
30,2.056462,128.971429,133.000000
31,0.656521,120.692308,124.000000
31,0.179112,120.750000,123.000000
31,0.642751,123.750000,127.000000
31,0.157416,116.666667,117.000000
32,0.000682,-nan,0.000000
32,0.000332,-nan,0.000000
32,0.000319,-nan,0.000000
32,0.000344,-nan,0.000000
33,0.004669,-nan,0.000000
33,0.000602,-nan,0.000000
33,0.000340,-nan,0.000000
33,0.000583,-nan,0.000000
34,0.002165,-nan,0.000000
34,0.000628,-nan,0.000000
