message=cataloging configuration,power_limit=90.000000,max_threads=112,
message=reducing available power by the sum of launched tasks,avail_before=90.000000,sum_power=68.206061,avail_after=21.793939,
start_task=,name=potrf,tick=1,start_time=586582.387001,nthreads=61,
end_task=,name=potrf,elapsed_seconds=0.511505,nthreads=61,end_time=586582.904709,released_listeners=5,
message=reducing available power by the sum of launched tasks,avail_before=90.000000,sum_power=89.666356,avail_after=0.333644,
start_task=,name=trsm,tick=2,start_time=586582.916373,nthreads=5,
start_task=,name=trsm,tick=2,start_time=586582.916402,nthreads=4,
start_task=,name=trsm,tick=2,start_time=586582.916425,nthreads=4,
start_task=,name=trsm,tick=2,start_time=586582.916554,nthreads=4,
start_task=,name=trsm,tick=2,start_time=586582.917060,nthreads=4,
end_task=,name=trsm,elapsed_seconds=0.271967,nthreads=4,end_time=586583.204734,released_listeners=5,
message=reducing available power by the sum of launched tasks,avail_before=17.758430,sum_power=15.043409,avail_after=2.715021,
start_task=,name=syrk,tick=3,start_time=586583.204824,nthreads=7,
end_task=,name=trsm,elapsed_seconds=0.328082,nthreads=5,end_time=586583.255679,released_listeners=5,
message=reducing available power by the sum of launched tasks,avail_before=22.682232,sum_power=11.892105,avail_after=10.790127,
start_task=,name=gemm,tick=4,start_time=586583.255773,nthreads=1,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
message=reducing available power by the sum of launched tasks,avail_before=10.790127,sum_power=0.000000,avail_after=10.790127,
